movieId,title,genres,tmdbId,year,clean_title,tmdb_content,content
97858,Mental (2012),Comedy|Drama,126797.0,2012,Mental,Liev Schreiber Toni Collette Caroline Goodall Anthony LaPaglia Kerry Fox ,Mental Comedy Drama 2012 Liev Schreiber Toni Collette Caroline Goodall Anthony LaPaglia Kerry Fox 
97860,Killing Them Softly (2012),Crime|Drama|Thriller,64689.0,2012,Killing Them Softly,,Killing Them Softly Crime Drama Thriller 2012 
97866,"Imposter, The (2012)",Documentary,84287.0,2012,"Imposter, The",Frédéric Bourdin Adam O'Brian Anna Ruben Cathy Dresbach Alan Teichman kidnapping investigation fake identity biography disappearance investigator stolen identity missing child child kidnapping identity theft missing son,"Imposter, The Documentary 2012 Frédéric Bourdin Adam O'Brian Anna Ruben Cathy Dresbach Alan Teichman kidnapping investigation fake identity biography disappearance investigator stolen identity missing child child kidnapping identity theft missing son"
97870,"Sessions, The (Surrogate, The) (2012)",Drama,113947.0,2012,"Sessions, The (Surrogate, The)",John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks virgin cat narration wheelchair affectation graduation based on true story sexual arousal judaism power outage roman catholic church sexual awakening male virgin sponge bath catholic priest jealous husband iron lung sex surrogate polio polio victim sexual pleasure handicap sex angry zealous unassuming anxious understated sentimental whimsical admiring adoring amused straightforward sympathetic tragic vibrant,"Sessions, The (Surrogate, The) Drama 2012 John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks virgin cat narration wheelchair affectation graduation based on true story sexual arousal judaism power outage roman catholic church sexual awakening male virgin sponge bath catholic priest jealous husband iron lung sex surrogate polio polio victim sexual pleasure handicap sex angry zealous unassuming anxious understated sentimental whimsical admiring adoring amused straightforward sympathetic tragic vibrant"
97904,Smashed (2012),Comedy|Drama,84341.0,2012,Smashed,,Smashed Comedy Drama 2012 
97913,Wreck-It Ralph (2012),Animation|Comedy,82690.0,2012,Wreck-It Ralph,John C. Reilly Sarah Silverman Jack McBrayer Alan Tudyk Jane Lynch video game support group villain bullying medal product placement jail racing arcade self esteem curiosity precocious child aftercreditsstinger duringcreditsstinger first person shooter glitch carefree interrupted wedding social reject escape from jail hoverboard inspirational admiring joyful,Wreck-It Ralph Animation Comedy 2012 John C. Reilly Sarah Silverman Jack McBrayer Alan Tudyk Jane Lynch video game support group villain bullying medal product placement jail racing arcade self esteem curiosity precocious child aftercreditsstinger duringcreditsstinger first person shooter glitch carefree interrupted wedding social reject escape from jail hoverboard inspirational admiring joyful
97921,Silver Linings Playbook (2012),Comedy|Drama,82693.0,2012,Silver Linings Playbook,,Silver Linings Playbook Comedy Drama 2012 
97923,Flight (2012),Drama,87502.0,2012,Flight,Denzel Washington Don Cheadle Kelly Reilly John Goodman Bruce Greenwood airplane confession investigation pilot emergency landing flight alcoholism f word hangover airplane accident airplane crash syringe denial baseball stadium perjury national transportation safety board flying upside down narcissist relapse substance abuse hard cautionary inspirational dramatic,Flight Drama 2012 Denzel Washington Don Cheadle Kelly Reilly John Goodman Bruce Greenwood airplane confession investigation pilot emergency landing flight alcoholism f word hangover airplane accident airplane crash syringe denial baseball stadium perjury national transportation safety board flying upside down narcissist relapse substance abuse hard cautionary inspirational dramatic
97936,Anna Karenina (2012),Drama,96724.0,2012,Anna Karenina,,Anna Karenina Drama 2012 
97938,Life of Pi (2012),Adventure|Drama|IMAX,87827.0,2012,Life of Pi,Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain sea faith loss of loved one 1970s zebra survival young boy zookeeper orangutan teenage boy hyena meerkat magic realism cargo ship lifeboat injured animal storm at sea told in flashback wreckage loss of family teenage protagonist family loss flying fish exhilarated vibrant,Life of Pi Adventure Drama IMAX 2012 Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain sea faith loss of loved one 1970s zebra survival young boy zookeeper orangutan teenage boy hyena meerkat magic realism cargo ship lifeboat injured animal storm at sea told in flashback wreckage loss of family teenage protagonist family loss flying fish exhilarated vibrant
97950,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime,97430.0,2012,"Man with the Iron Fists, The",RZA Russell Crowe Lucy Liu Jamie Chung Zhu Zhu blacksmith brothel femme fatale crossbow duringcreditsstinger 19th century feudality,"Man with the Iron Fists, The Action Adventure Crime 2012 RZA Russell Crowe Lucy Liu Jamie Chung Zhu Zhu blacksmith brothel femme fatale crossbow duringcreditsstinger 19th century feudality"
97988,"Bay, The (2012)",Horror|Sci-Fi|Thriller,123105.0,2012,"Bay, The",Kristen Connolly Will Rogers Michael Beasley Christopher Denham Kenny Alfonso parasite found footage cautionary tale multiple organisms,"Bay, The Horror Sci-Fi Thriller 2012 Kristen Connolly Will Rogers Michael Beasley Christopher Denham Kenny Alfonso parasite found footage cautionary tale multiple organisms"
98061,Himizu (2011),Children|Crime|Drama,98631.0,2011,Himizu,,Himizu Children Crime Drama 2011 
98083,Jackass 3.5 (2011),Comedy|Documentary,65851.0,2011,Jackass 3.5,Johnny Knoxville Ryan Dunn Dave England Preston Lacy Bam Margera snake electric shock buffalo stunt bungee-jump stuntman trumpet stupidity sequel old man,Jackass 3.5 Comedy Documentary 2011 Johnny Knoxville Ryan Dunn Dave England Preston Lacy Bam Margera snake electric shock buffalo stunt bungee-jump stuntman trumpet stupidity sequel old man
98122,Indie Game: The Movie (2012),Documentary,80215.0,2012,Indie Game: The Movie,Edmund McMillen Tommy Refenes Phil Fish Jonathan Blow Anthony Carboni game woman director computer programming programmer,Indie Game: The Movie Documentary 2012 Edmund McMillen Tommy Refenes Phil Fish Jonathan Blow Anthony Carboni game woman director computer programming programmer
98124,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi,123025.0,2012,"Batman: The Dark Knight Returns, Part 1",,"Batman: The Dark Knight Returns, Part 1 Action Animation Sci-Fi 2012 "
98154,Lincoln (2012),Drama|War,72976.0,2012,Lincoln,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader mutiny usa president based on true story speech battlefield historical fiction family conflict american civil war cultural conflict battle of gettysburg secession gettysburg address conflagration ethical dilemma emancipation 19th century abraham lincoln abraham america assertive,Lincoln Drama War 2012 Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader mutiny usa president based on true story speech battlefield historical fiction family conflict american civil war cultural conflict battle of gettysburg secession gettysburg address conflagration ethical dilemma emancipation 19th century abraham lincoln abraham america assertive
98160,Nature Calls (2012),Comedy,135708.0,2012,Nature Calls,Patton Oswalt Johnny Knoxville Rob Riggle Maura Tierney Patrice O'Neal sibling relationship camping child kidnapping,Nature Calls Comedy 2012 Patton Oswalt Johnny Knoxville Rob Riggle Maura Tierney Patrice O'Neal sibling relationship camping child kidnapping
98175,Vamps (2012),Comedy|Horror|Romance,73935.0,2012,Vamps,,Vamps Comedy Horror Romance 2012 
98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX,50620.0,2012,"Twilight Saga: Breaking Dawn - Part 2, The",,"Twilight Saga: Breaking Dawn - Part 2, The Adventure Drama Fantasy Romance IMAX 2012 "
98230,10 Years (2011),Comedy|Drama|Romance,58547.0,2011,10 Years,,10 Years Comedy Drama Romance 2011 
98239,Red Dawn (2012),Action|War,60747.0,2012,Red Dawn,Chris Hemsworth Josh Peck Josh Hutcherson Isabel Lucas Adrianne Palicki guerrilla warfare sibling relationship fight invasion remake military brothers,Red Dawn Action War 2012 Chris Hemsworth Josh Peck Josh Hutcherson Isabel Lucas Adrianne Palicki guerrilla warfare sibling relationship fight invasion remake military brothers
98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,81188.0,2012,Rise of the Guardians,,Rise of the Guardians Adventure Animation Children Fantasy IMAX 2012 
98279,"Fantastic Fear of Everything, A (2012)",Comedy,101519.0,2012,"Fantastic Fear of Everything, A",Simon Pegg Paul Freeman Clare Higgins Amara Karan Alan Drake paranoia holiday season personal demons,"Fantastic Fear of Everything, A Comedy 2012 Simon Pegg Paul Freeman Clare Higgins Amara Karan Alan Drake paranoia holiday season personal demons"
98296,Deadfall (2012),Crime|Drama|Thriller,97614.0,2012,Deadfall,,Deadfall Crime Drama Thriller 2012 
98361,Byzantium (2012),Drama|Fantasy|Thriller,102780.0,2012,Byzantium,Gemma Arterton Saoirse Ronan Sam Riley Jonny Lee Miller Caleb Landry Jones parent child relationship vampire bite bat blood sucking eternal life,Byzantium Drama Fantasy Thriller 2012 Gemma Arterton Saoirse Ronan Sam Riley Jonny Lee Miller Caleb Landry Jones parent child relationship vampire bite bat blood sucking eternal life
98491,Paperman (2012),Animation|Comedy|Romance,140420.0,2012,Paperman,John Kahrs Kari Wahlgren Jeff Turley Jack Goldenberg skyscraper black and white paper airplane office romance short film,Paperman Animation Comedy Romance 2012 John Kahrs Kari Wahlgren Jeff Turley Jack Goldenberg skyscraper black and white paper airplane office romance short film
98499,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",Action|Comedy,19274.0,1979,"Fearless Hyena, The (Xiao quan guai zhao)",,"Fearless Hyena, The (Xiao quan guai zhao) Action Comedy 1979 "
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),Action|Comedy,18867.0,1980,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) Action Comedy 1980 
98585,Hitchcock (2012),Drama,112336.0,2012,Hitchcock,,Hitchcock Drama 2012 
98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation|Drama|Romance,83389.0,2011,From Up on Poppy Hill (Kokuriko-zaka kara),,From Up on Poppy Hill (Kokuriko-zaka kara) Animation Drama Romance 2011 
98607,Redline (2009),Action|Animation|Sci-Fi,71883.0,2009,Redline,,Redline Action Animation Sci-Fi 2009 
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Action|Comedy|Crime,25539.0,1983,Winners and Sinners (Qi mou miao ji: Wu fu xing),,Winners and Sinners (Qi mou miao ji: Wu fu xing) Action Comedy Crime 1983 
98633,My Lucky Stars (Fuk sing go jiu) (1985),Action|Comedy,10044.0,1985,My Lucky Stars (Fuk sing go jiu),,My Lucky Stars (Fuk sing go jiu) Action Comedy 1985 
98697,"Money Money Money (L'aventure, c'est l'aventure) (1972)",Adventure|Comedy,34280.0,1972,"Money Money Money (L'aventure, c'est l'aventure)",,"Money Money Money (L'aventure, c'est l'aventure) Adventure Comedy 1972 "
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|Comedy,110392.0,2012,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",Graham Chapman Terry Gilliam John Cleese Michael Palin Carol Cleveland fictional biography gay theme,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A Animation Comedy 2012 Graham Chapman Terry Gilliam John Cleese Michael Palin Carol Cleveland fictional biography gay theme"
98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,49051.0,2012,"Hobbit: An Unexpected Journey, The",,"Hobbit: An Unexpected Journey, The Adventure Fantasy IMAX 2012 "
98836,Hyde Park on Hudson (2012),Comedy|Drama,87504.0,2012,Hyde Park on Hudson,Bill Murray Laura Linney Samuel West Olivia Colman Olivia Williams queen franklin delano roosevelt park new york state hyde park queen of england king of england 1930s,Hyde Park on Hudson Comedy Drama 2012 Bill Murray Laura Linney Samuel West Olivia Colman Olivia Williams queen franklin delano roosevelt park new york state hyde park queen of england king of england 1930s
98908,How to Make Love to a Woman (2010),Comedy|Romance,40722.0,2010,How to Make Love to a Woman,,How to Make Love to a Woman Comedy Romance 2010 
98961,Zero Dark Thirty (2012),Action|Drama|Thriller,97630.0,2012,Zero Dark Thirty,Jessica Chastain Jason Clarke Kyle Chandler Jennifer Ehle Mark Strong hotel van mossad central intelligence agency (cia) assassination prisoner car dealer iraq pakistan f word man hunt u.s. navy seal female protagonist gunfight terrorism raid text message monkey dog special forces tied up military area 51 terrorist group torturing woman director al qaeda prison camp suicide bombing political thriller ex special forces post 9/11 helicopter crash islamabad intense bold forceful,Zero Dark Thirty Action Drama Thriller 2012 Jessica Chastain Jason Clarke Kyle Chandler Jennifer Ehle Mark Strong hotel van mossad central intelligence agency (cia) assassination prisoner car dealer iraq pakistan f word man hunt u.s. navy seal female protagonist gunfight terrorism raid text message monkey dog special forces tied up military area 51 terrorist group torturing woman director al qaeda prison camp suicide bombing political thriller ex special forces post 9/11 helicopter crash islamabad intense bold forceful
99005,Fire with Fire (2012),Action|Crime|Drama,139567.0,2012,Fire with Fire,Josh Duhamel Bruce Willis Rosario Dawson Vincent D'Onofrio 50 Cent witness protection u.s. marshal murder firefighter,Fire with Fire Action Crime Drama 2012 Josh Duhamel Bruce Willis Rosario Dawson Vincent D'Onofrio 50 Cent witness protection u.s. marshal murder firefighter
99007,Warm Bodies (2013),Comedy|Horror|Romance,82654.0,2013,Warm Bodies,,Warm Bodies Comedy Horror Romance 2013 
99030,Wrong (2012),Comedy|Drama,83186.0,2012,Wrong,Jack Plotnick Eric Judor Alexis Dziena Steve Little Bob Jennings kidnapping surreal dog arthaus,Wrong Comedy Drama 2012 Jack Plotnick Eric Judor Alexis Dziena Steve Little Bob Jennings kidnapping surreal dog arthaus
99087,Playing for Keeps (2012),Comedy|Romance,77875.0,2012,Playing for Keeps,,Playing for Keeps Comedy Romance 2012 
99106,"Guilt Trip, The (2012)",Comedy,82687.0,2012,"Guilt Trip, The",Seth Rogen Barbra Streisand Yvonne Strahovski Colin Hanks Brett Cullen mother inventor parent child relationship road trip guilt woman director,"Guilt Trip, The Comedy 2012 Seth Rogen Barbra Streisand Yvonne Strahovski Colin Hanks Brett Cullen mother inventor parent child relationship road trip guilt woman director"
99112,Jack Reacher (2012),Action|Crime|Thriller,75780.0,2012,Jack Reacher,,Jack Reacher Action Crime Thriller 2012 
99114,Django Unchained (2012),Action|Drama|Western,68718.0,2012,Django Unchained,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson rescue friendship bounty hunter texas slavery plantation rivalry revenge shootout racism kindness dentist django slave trade aftercreditsstinger black slave agreement 19th century chattanooga german cotton plantation plantation owner old west western 1850s mississippi,Django Unchained Action Drama Western 2012 Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson rescue friendship bounty hunter texas slavery plantation rivalry revenge shootout racism kindness dentist django slave trade aftercreditsstinger black slave agreement 19th century chattanooga german cotton plantation plantation owner old west western 1850s mississippi
99117,This Is 40 (2012),Drama,89492.0,2012,This Is 40,Paul Rudd Leslie Mann John Lithgow Megan Fox Maude Apatow husband wife relationship family relationships love parenting parents financial problem duringcreditsstinger dubious,This Is 40 Drama 2012 Paul Rudd Leslie Mann John Lithgow Megan Fox Maude Apatow husband wife relationship family relationships love parenting parents financial problem duringcreditsstinger dubious
99122,I Bought a Vampire Motorcycle (1990),Comedy|Horror,41153.0,1990,I Bought a Vampire Motorcycle,,I Bought a Vampire Motorcycle Comedy Horror 1990 
99130,Ice Cream Man (1995),Comedy|Horror,44470.0,1995,Ice Cream Man,Clint Howard Justin Isfeld Anndi McAfee JoJo Adams Mikey LeBeau spoof ice cream slasher spoof,Ice Cream Man Comedy Horror 1995 Clint Howard Justin Isfeld Anndi McAfee JoJo Adams Mikey LeBeau spoof ice cream slasher spoof
99145,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,80278.0,2012,"Impossible, The (Imposible, Lo)",Naomi Watts Ewan McGregor Tom Holland Samuel Joslin Oaklee Pendergast human vs nature natural disaster thailand tsunami historical fiction family vacation struggle for survival survival horror tidal wave catastrophe swept away separation from family boxing day disaster movie whitewashing man vs nature,"Impossible, The (Imposible, Lo) Drama Thriller 2012 Naomi Watts Ewan McGregor Tom Holland Samuel Joslin Oaklee Pendergast human vs nature natural disaster thailand tsunami historical fiction family vacation struggle for survival survival horror tidal wave catastrophe swept away separation from family boxing day disaster movie whitewashing man vs nature"
99149,"Misérables, Les (2012)",Drama|Musical|Romance|IMAX,82695.0,2012,"Misérables, Les",,"Misérables, Les Drama Musical Romance IMAX 2012 "
99191,Campfire Tales (1997),Horror,16315.0,1997,Campfire Tales,Jay R. Ferguson Christine Taylor Christopher Masterson Kim Murphy Ron Livingston car crash anthology urban legend spirit campfire story 1990s scary stories,Campfire Tales Horror 1997 Jay R. Ferguson Christine Taylor Christopher Masterson Kim Murphy Ron Livingston car crash anthology urban legend spirit campfire story 1990s scary stories
99415,Parental Guidance (2012),Comedy,88042.0,2012,Parental Guidance,,Parental Guidance Comedy 2012 
99437,John Dies at the End (2012),Comedy|Fantasy|Horror,75761.0,2012,John Dies at the End,Chase Williamson Rob Mayes Paul Giamatti Clancy Brown Glynn Turman journalist monster based on novel or book detective dark comedy invasion portal psychic drugs cell phone dog alternative reality out of body experience multiple dimensions mind altering drug,John Dies at the End Comedy Fantasy Horror 2012 Chase Williamson Rob Mayes Paul Giamatti Clancy Brown Glynn Turman journalist monster based on novel or book detective dark comedy invasion portal psychic drugs cell phone dog alternative reality out of body experience multiple dimensions mind altering drug
99532,"Misérables, Les (2000)",Drama|Romance,193380.0,2000,"Misérables, Les",,"Misérables, Les Drama Romance 2000 "
99574,Promised Land (2012),Drama,133694.0,2012,Promised Land,Matt Damon Frances McDormand John Krasinski Rosemarie DeWitt Hal Holbrook small town campaign salesman farmland natural gas fracking,Promised Land Drama 2012 Matt Damon Frances McDormand John Krasinski Rosemarie DeWitt Hal Holbrook small town campaign salesman farmland natural gas fracking
99636,English Vinglish (2012),Comedy|Drama,118628.0,2012,English Vinglish,"Sridevi Adil Hussain Mehdi Nebbou Priya Anand Navika Kotia classroom housewife speech foreign language wedding xenophobia manhattan, new york city social differences woman director","English Vinglish Comedy Drama 2012 Sridevi Adil Hussain Mehdi Nebbou Priya Anand Navika Kotia classroom housewife speech foreign language wedding xenophobia manhattan, new york city social differences woman director"
99638,Fish Story (Fisshu sutôrî) (2009),Comedy,38010.0,2009,Fish Story (Fisshu sutôrî),Atsushi Ito Kengo Kora Mikako Tabe Gaku Hamada Mirai Moriyama asteroid punk band,Fish Story (Fisshu sutôrî) Comedy 2009 Atsushi Ito Kengo Kora Mikako Tabe Gaku Hamada Mirai Moriyama asteroid punk band
99721,Texas Chainsaw 3D (2013),Horror|Mystery|Thriller,76617.0,2013,Texas Chainsaw 3D,,Texas Chainsaw 3D Horror Mystery Thriller 2013 
99728,Gangster Squad (2013),Action|Crime|Drama,82682.0,2013,Gangster Squad,,Gangster Squad Action Crime Drama 2013 
99750,"Iceman, The (2012)",Crime|Drama|Thriller,68812.0,2012,"Iceman, The",,"Iceman, The Crime Drama Thriller 2012 "
99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,147538.0,2012,It's Such a Beautiful Day,,It's Such a Beautiful Day Animation Comedy Drama Fantasy Sci-Fi 2012 
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,142061.0,2013,"Batman: The Dark Knight Returns, Part 2",,"Batman: The Dark Knight Returns, Part 2 Action Animation 2013 "
99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary,135921.0,2012,Everything or Nothing: The Untold Story of 007,Daniel Craig Pierce Brosnan Timothy Dalton Roger Moore George Lazenby cinema on cinema filmmaking retrospective british secret service documentary filmmaking cinema history james bond,Everything or Nothing: The Untold Story of 007 Documentary 2012 Daniel Craig Pierce Brosnan Timothy Dalton Roger Moore George Lazenby cinema on cinema filmmaking retrospective british secret service documentary filmmaking cinema history james bond
99853,Codependent Lesbian Space Alien Seeks Same (2011),Comedy|Romance|Sci-Fi,105538.0,2011,Codependent Lesbian Space Alien Seeks Same,,Codependent Lesbian Space Alien Seeks Same Comedy Romance Sci-Fi 2011 
99910,"Last Stand, The (2013)",Action|Crime|Thriller,76640.0,2013,"Last Stand, The",Arnold Schwarzenegger Johnny Knoxville Jaimie Alexander Zach Gilford Kristen DeVore Rakes small town sheriff prisoner escape hostage fbi border convoy machine gun neo-western direct amused scathing vibrant,"Last Stand, The Action Crime Thriller 2013 Arnold Schwarzenegger Johnny Knoxville Jaimie Alexander Zach Gilford Kristen DeVore Rakes small town sheriff prisoner escape hostage fbi border convoy machine gun neo-western direct amused scathing vibrant"
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller,145197.0,2013,Upstream Color,,Upstream Color Romance Sci-Fi Thriller 2013 
99992,Shadow Dancer (2012),Crime|Drama|Thriller,84336.0,2012,Shadow Dancer,,Shadow Dancer Crime Drama Thriller 2012 
100044,Human Planet (2011),Documentary,69372.0,2011,Human Planet,,Human Planet Documentary 2011 
100068,Comme un chef (2012),Comedy,85872.0,2012,Comme un chef,,Comme un chef Comedy 2012 
100083,Movie 43 (2013),Comedy,87818.0,2013,Movie 43,,Movie 43 Comedy 2013 
100106,"Pervert's Guide to Ideology, The (2012)",Documentary,128190.0,2012,"Pervert's Guide to Ideology, The",,"Pervert's Guide to Ideology, The Documentary 2012 "
100159,Sightseers (2012),Comedy,117974.0,2012,Sightseers,Alice Lowe Steve Oram Eileen Davies Roger Michael Tony Way jealousy hippie england tourist dark comedy satire caravan series of murders suicide pact cyclist stolen dog,Sightseers Comedy 2012 Alice Lowe Steve Oram Eileen Davies Roger Michael Tony Way jealousy hippie england tourist dark comedy satire caravan series of murders suicide pact cyclist stolen dog
100163,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,60304.0,2013,Hansel & Gretel: Witch Hunters,,Hansel & Gretel: Witch Hunters Action Fantasy Horror IMAX 2013 
100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy,146837.0,2012,Jim Jefferies: Fully Functional (EPIX),Jim Jefferies ,Jim Jefferies: Fully Functional (EPIX) Comedy 2012 Jim Jefferies 
100226,Why Stop Now (2012),Comedy|Drama,118677.0,2012,Why Stop Now,"Jesse Eisenberg Melissa Leo Tracy Morgan Isiah Whitlock, Jr. Sarah Ramos ","Why Stop Now Comedy Drama 2012 Jesse Eisenberg Melissa Leo Tracy Morgan Isiah Whitlock, Jr. Sarah Ramos "
100277,Tabu (2012),Drama|Romance,93858.0,2012,Tabu,"Teresa Madruga Laura Soveral Ana Moreira Henrique Espírito Santo Carloto Cotta crocodile lisbon, portugal plantation haunted by the past neighbor neighbor relationship east africa portuguese colonialism","Tabu Drama Romance 2012 Teresa Madruga Laura Soveral Ana Moreira Henrique Espírito Santo Carloto Cotta crocodile lisbon, portugal plantation haunted by the past neighbor neighbor relationship east africa portuguese colonialism"
100302,Upside Down (2012),Drama|Romance|Sci-Fi,58244.0,2012,Upside Down,Kirsten Dunst Jim Sturgess Timothy Spall James Kidnie Holly Uloth amnesia upper class exploitation forbidden love planet class differences alternative reality gravity cosmetics slum dweller,Upside Down Drama Romance Sci-Fi 2012 Kirsten Dunst Jim Sturgess Timothy Spall James Kidnie Holly Uloth amnesia upper class exploitation forbidden love planet class differences alternative reality gravity cosmetics slum dweller
100304,"Liability, The (2012)",Action|Thriller,162145.0,2012,"Liability, The",Tim Roth Jack O'Connell Talulah Riley Kierston Wareing Peter Mullan hitman road trip revenge sex trafficking,"Liability, The Action Thriller 2012 Tim Roth Jack O'Connell Talulah Riley Kierston Wareing Peter Mullan hitman road trip revenge sex trafficking"
100306,Angst  (1983),Drama|Horror,18912.0,1983,Angst,Erwin Leder Robert Hunger-Bühler Silvia Rabenreither Karin Springer Edith Rosset prison schizophrenia psychopath narration bodily disabled person german-german border mental breakdown knife stalker sociopath serial killer maniac home invasion mental illness character study madman emotionally disturbed,Angst Drama Horror 1983 Erwin Leder Robert Hunger-Bühler Silvia Rabenreither Karin Springer Edith Rosset prison schizophrenia psychopath narration bodily disabled person german-german border mental breakdown knife stalker sociopath serial killer maniac home invasion mental illness character study madman emotionally disturbed
100326,Stand Up Guys (2012),Comedy|Crime,121824.0,2012,Stand Up Guys,,Stand Up Guys Comedy Crime 2012 
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller,109421.0,2013,Side Effects,,Side Effects Crime Drama Mystery Thriller 2013 
100390,Identity Thief (2013),Comedy|Crime,109431.0,2013,Identity Thief,,Identity Thief Comedy Crime 2013 
100397,"ABCs of Death, The (2012)",Horror,87436.0,2012,"ABCs of Death, The",Ingrid Bolsø Berdal Erik Audé Iván González Kyra Zagorsky Peter Pedrero anthology psychotronic woman director alphabet,"ABCs of Death, The Horror 2012 Ingrid Bolsø Berdal Erik Audé Iván González Kyra Zagorsky Peter Pedrero anthology psychotronic woman director alphabet"
100487,Beautiful Creatures (2013),Drama|Fantasy|Romance,109491.0,2013,Beautiful Creatures,Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum high school dreams civil war based on novel or book magic southern usa light love class prejudice spellcasting young adult casters based on young adult novel fantasy,Beautiful Creatures Drama Fantasy Romance 2013 Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum high school dreams civil war based on novel or book magic southern usa light love class prejudice spellcasting young adult casters based on young adult novel fantasy
100498,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,47964.0,2013,"Good Day to Die Hard, A",Bruce Willis Jai Courtney Sebastian Koch Yuliya Snigir Radivoje Bukvić central intelligence agency (cia) undercover agent escape bomb plutonium sequel shootout police detective courthouse safe house nuclear weapons undercover operation father son reunion rogue chernobyl action hero father son conflict father son relationship high octane comforting cia agent,"Good Day to Die Hard, A Action Crime Thriller IMAX 2013 Bruce Willis Jai Courtney Sebastian Koch Yuliya Snigir Radivoje Bukvić central intelligence agency (cia) undercover agent escape bomb plutonium sequel shootout police detective courthouse safe house nuclear weapons undercover operation father son reunion rogue chernobyl action hero father son conflict father son relationship high octane comforting cia agent"
100507,21 and Over (2013),Comedy,107811.0,2013,21 and Over,,21 and Over Comedy 2013 
100527,Safe Haven (2013),Drama|Mystery|Romance,112949.0,2013,Safe Haven,Julianne Hough Josh Duhamel Cobie Smulders David Lyons Mimi Kirkland small town based on novel or book widower single father abusive husband,Safe Haven Drama Mystery Romance 2013 Julianne Hough Josh Duhamel Cobie Smulders David Lyons Mimi Kirkland small town based on novel or book widower single father abusive husband
100553,Frozen Planet (2011),Documentary,134481.0,2011,Frozen Planet,,Frozen Planet Documentary 2011 
100556,"Act of Killing, The (2012)",Documentary,123678.0,2012,"Act of Killing, The",,"Act of Killing, The Documentary 2012 "
100579,Universal Soldier: Day of Reckoning (2012),Action|Sci-Fi|Thriller,122857.0,2012,Universal Soldier: Day of Reckoning,,Universal Soldier: Day of Reckoning Action Sci-Fi Thriller 2012 
100611,Escape from Planet Earth (2013),Adventure|Animation|Comedy|Sci-Fi,68179.0,2013,Escape from Planet Earth,Rob Corddry Brendan Fraser Jessica Alba Steve Zahn Sarah Jessica Parker rescue spacecraft escape villain alien planet astronaut,Escape from Planet Earth Adventure Animation Comedy Sci-Fi 2013 Rob Corddry Brendan Fraser Jessica Alba Steve Zahn Sarah Jessica Parker rescue spacecraft escape villain alien planet astronaut
100714,Before Midnight (2013),Drama|Romance,132344.0,2013,Before Midnight,Ethan Hawke Julie Delpy Seamus Davey-Fitzpatrick Jennifer Prior Charlotte Prior hotel hotel room dreams airport greece greek friends author writer summer vacation twins semi autobiographical,Before Midnight Drama Romance 2013 Ethan Hawke Julie Delpy Seamus Davey-Fitzpatrick Jennifer Prior Charlotte Prior hotel hotel room dreams airport greece greek friends author writer summer vacation twins semi autobiographical
100737,Snitch (2013),Action|Drama|Thriller,134411.0,2013,Snitch,,Snitch Action Drama Thriller 2013 
